article_id, sim0, simlev1, simlev2, simlev3, simlev4, simlev5, simlev6, simlev7, simlev8, simlev9
0, 0.626943005181347, 0.7029702970297029, 0.7487437185929647, 0.7314148681055157, 0.8231046931407943, 0.7220843672456576, 0.7410071942446043, 0.7682926829268294, 0.7617896009673519, 0.7103960396039604
1, 0.6714944042132982, 0.8374446552814674, 0.8426332288401254, 0.6752021563342318, 0.6406984553391538, 0.7832512315270935, 0.6576086956521738, 0.8130381303813039, 0.6898326898326899, 0.5731166912850812
2, 0.6096131301289566, 0.7473233404710922, 0.8638689866939612, 0.7319698600645856, 0.7046186895810956, 0.665911664779162, 0.8693918245264207, 0.7718550106609807, 0.7733050847457628, 0.7419354838709677
3, 0.6149584487534627, 0.7306616961789376, 0.6173076923076923, 0.7230483271375464, 0.7145421903052064, 0.756164383561644, 0.7414721723518852, 0.7504520795660036, 0.7552816901408451, 0.7274368231046932
4, 0.49836779107725787, 0.7304526748971194, 0.3252688172043011, 0.8351012536162006, 0.6652935118434603, 0.7253384912959381, 0.6575052854122623, 0.46966292134831455, 0.6722164412070759, 0.6633761105626851
5, 0.8576, 0.8830769230769231, 0.942989214175655, 0.9355828220858895, 0.9216589861751152, 0.8669796557120502, 0.8193146417445483, 0.9001536098310292, 0.9464012251148546, 0.9157733537519143
6, 0.8404558404558404, 0.9275766016713093, 0.7560240963855422, 0.8376811594202898, 0.6558966074313409, 0.8828571428571429, 0.7759882869692533, 0.6959247648902822, 0.8619718309859155, 0.8926553672316384
7, 0.631184407796102, 0.7946741415557113, 0.6712018140589568, 0.7903340440653873, 0.8894952251023193, 0.8030833917309039, 0.7838033261026753, 0.8169209431345353, 0.7778546712802767, 0.6685552407932012
8, 0.6876155268022182, 0.7335766423357664, 0.6968238691049085, 0.7241379310344828, 0.7871198568872987, 0.7882562277580072, 0.800708591674048, 0.6983546617915904, 0.7441441441441441, 0.7019143117593436
9, 0.5708529214237743, 0.8640296662546354, 0.7788944723618091, 0.44060150375939844, 0.6319543509272468, 0.7558746736292429, 0.5369030390738061, 0.32547169811320753, 0.6364864864864864, 0.5
10, 0.49241540256709454, 0.7304526748971194, 0.7905056759545923, 0.7019730010384216, 0.644880174291939, 0.5526315789473684, 0.59447983014862, 0.6458982346832813, 0.6838842975206612, 0.6814814814814814
11, 0.7234636871508379, 0.8587570621468926, 0.7822468793342581, 0.8166666666666668, 0.7045123726346434, 0.7961165048543689, 0.7126436781609194, 0.8011126564673156, 0.7788595271210015, 0.7496503496503496
12, 0.7364438839848676, 0.8532338308457711, 0.708860759493671, 0.875, 0.6772616136919315, 0.6965428937259923, 0.8810679611650486, 0.7766990291262137, 0.7215980024968789, 0.7236679058240397
13, 0.7110266159695818, 0.8931297709923665, 0.7968750000000001, 0.9090909090909092, 0.9445506692160611, 0.8192307692307692, 0.8781431334622823, 0.7269230769230769, 0.8544061302681992, 0.7456310679611651
14, 0.484472049689441, 0.6494117647058825, 0.6406820950060901, 0.6202964652223489, 0.5461441213653603, 0.6828143021914648, 0.5853658536585366, 0.47594278283485036, 0.5837320574162679, 0.6298472385428907
15, 0.769485903814262, 0.6926333615580017, 0.6407766990291262, 0.8345439870863599, 0.6244175209692451, 0.6333333333333334, 0.8300653594771241, 0.8190630048465267, 0.7170124481327801, 0.7336683417085427
16, 0.5304136253041363, 0.9136069114470843, 0.9243876464323747, 0.7724750277469478, 0.873269435569755, 0.7712418300653594, 0.857451403887689, 0.8193832599118943, 0.7904967602591793, 0.9129511677282378
17, 0.7740029542097489, 0.8267831149927221, 0.8817204301075269, 0.8965024982155603, 0.8279337652987762, 0.8137829912023461, 0.8151935719503286, 0.8484408992023205, 0.8637015781922526, 0.7897897897897898
18, 0.8067796610169492, 0.8528925619834712, 0.8316831683168316, 0.7189097103918228, 0.8148148148148148, 0.8221476510067114, 0.8366666666666667, 0.8163934426229508, 0.7928802588996763, 0.7653061224489796
19, 0.7914438502673797, 0.7739888977002379, 0.9115241635687732, 0.9084084084084084, 0.8458083832335329, 0.676246830092984, 0.7221777421937552, 0.8841642228739003, 0.8567096285064442, 0.8794117647058823
20, 0.4920886075949368, 0.5336322869955158, 0.5374716124148373, 0.5246422893481717, 0.518018018018018, 0.5562310030395137, 0.5196003074558031, 0.5186846038863976, 0.5259313367421476, 0.5335389360061681
